Country,StateUSA,Info,City
,,"{('LTE', '73985537', '428'): {'MeanLatency': 59.80909090909092, 'MeanThroughput': 17.205104854368933}}",
España,28023,"{('5G', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': 3.3243951219512193}, ('LTE', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72630017', '156'): {'MeanLatency': nan, 'MeanThroughput': 4.527989393939393}, ('LTE', '72630017', '156'): {'MeanLatency': 327.2090909090909, 'MeanThroughput': 3.4953}}",Madrid
United States,MA,"{('5G', '5389836591', '341'): {'MeanLatency': 43.02727272727273, 'MeanThroughput': 28.40266695652174}}",Boston
España,28024,"{('LTE', '73171457', '21'): {'MeanLatency': 57.55454545454545, 'MeanThroughput': 35.29889306930692}}",Madrid
España,28028,"{('LTE', '72806664', '491'): {'MeanLatency': 56.718181818181826, 'MeanThroughput': 6.152846280991739}}",Madrid
,OR,"{('5G', '1302058', '289'): {'MeanLatency': 28.972727272727273, 'MeanThroughput': 87.2648019230769}, ('LTE', '1302058', '289'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
España,"Leganés,","{('LTE', '73221122', '206'): {'MeanLatency': 56.26363636363636, 'MeanThroughput': 18.94063603603605}}",Leganés
España,"Fuenlabrada,","{('LTE', '74018305', '414'): {'MeanLatency': 69.18181818181819, 'MeanThroughput': 32.731037142857154}, ('5G', '74018305', '414'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72665346', '442'): {'MeanLatency': nan, 'MeanThroughput': 5.243000000000001}, ('LTE', '72665346', '442'): {'MeanLatency': nan, 'MeanThroughput': 7.166086666666668}}",Fuenlabrada
España,28023,"{('LTE', '73985539', '427'): {'MeanLatency': 64.96363636363635, 'MeanThroughput': 0.98}}",Madrid
Norway,0349,"{('5G', '31879437', '7'): {'MeanLatency': nan, 'MeanThroughput': 103.42780909090911}, ('LTE', '31879437', '7'): {'MeanLatency': nan, 'MeanThroughput': 43.98396}, ('LTE', '31879457', '8'): {'MeanLatency': 50.76666666666667, 'MeanThroughput': 61.18710439560441}, ('5G', '31879457', '8'): {'MeanLatency': 38.900000000000006, 'MeanThroughput': nan}}",kommune
Canada,V6M,"{('5G', '9223372036854775807', '202'): {'MeanLatency': 31.863636363636363, 'MeanThroughput': 26.306490350877205}}",Vancouver
Denmark,1705,"{('LTE', '41219339', '222'): {'MeanLatency': 41.07272727272727, 'MeanThroughput': 55.38877920792079}}",København
España,"Leganés,","{('LTE', '72475138', '28'): {'MeanLatency': 77.84545454545456, 'MeanThroughput': 9.79812735849057}}",Leganés
Canada,V3R,"{('LTE', '0', '96'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53946222', '402'): {'MeanLatency': 33.72727272727273, 'MeanThroughput': 30.624338317757022}}",Surrey
,,"{('5G', '9223372036854775807', '389'): {'MeanLatency': 24.869999999999997, 'MeanThroughput': 12.898048672566368}, ('LTE', '9223372036854775807', '389'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
España,28034,"{('5G', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': 7.86475}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': 7.662673076923078}, ('LTE', '73704963', '302'): {'MeanLatency': 64.12727272727274, 'MeanThroughput': 10.795428235294118}}",Madrid
United States,MA,"{('LTE', '14397708', '126'): {'MeanLatency': 21.46363636363636, 'MeanThroughput': 47.42524272727271}}",Boston
Germany,10247,"{('LTE', '26943489', '386'): {'MeanLatency': 31.681818181818183, 'MeanThroughput': 21.16302391304348}}",Berlin
España,"Fortuna,","{('LTE', '73985555', '428'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72531202', '122'): {'MeanLatency': 55.14545454545455, 'MeanThroughput': 34.461151456310674}}",Fortuna
España,28035,"{('5G', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 11.143794871794874}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72961801', '44'): {'MeanLatency': 56.054545454545455, 'MeanThroughput': 11.0197712962963}}",Madrid
España,"Leganés,","{('5G', '72756755', '432'): {'MeanLatency': 56.45454545454545, 'MeanThroughput': 24.723055172413787}, ('LTE', '72756755', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,28046,"{('LTE', '72601858', '484'): {'MeanLatency': nan, 'MeanThroughput': 9.515177777777778}, ('LTE', '72808705', '336'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72808705', '336'): {'MeanLatency': 61.85454545454545, 'MeanThroughput': 64.32590961538463}}",Madrid
,,"{('LTE', '72531201', '121'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72531202', '122'): {'MeanLatency': 49.89090909090908, 'MeanThroughput': 18.69395409836065}}",
Canada,V6N,"{('5G', '9223372036854775807', '49'): {'MeanLatency': 29.6, 'MeanThroughput': 17.954864150943393}, ('LTE', '9223372036854775807', '49'): {'MeanLatency': nan, 'MeanThroughput': 24.52946785714286}}",Vancouver
España,28029,"{('LTE', '73704964', '300'): {'MeanLatency': 76.42727272727274, 'MeanThroughput': 4.682746564885496}}",Madrid
España,28023,"{('LTE', '72091143', '219'): {'MeanLatency': nan, 'MeanThroughput': 6.407711111111111}, ('LTE', '72374785', '303'): {'MeanLatency': nan, 'MeanThroughput': 11.827690697674416}, ('5G', '72374785', '303'): {'MeanLatency': nan, 'MeanThroughput': 17.03942750000001}, ('5G', '73678851', '65'): {'MeanLatency': 100.98181818181818, 'MeanThroughput': nan}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '72091143', '219'): {'MeanLatency': 51.80909090909092, 'MeanThroughput': 19.913078846153844}}",Madrid
España,28029,"{('5G', '74114561', '363'): {'MeanLatency': 55.1090909090909, 'MeanThroughput': 17.20847435897436}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Norway,0154,"{('5G', '51937027', '135'): {'MeanLatency': 52.863636363636374, 'MeanThroughput': 33.10542190476191}, ('LTE', '51937027', '135'): {'MeanLatency': nan, 'MeanThroughput': 19.806077777777777}}",kommune
Canada,V3K,"{('5G', '9223372036854775807', '133'): {'MeanLatency': 32.59090909090909, 'MeanThroughput': 19.29003018867925}, ('LTE', '9223372036854775807', '133'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Coquitlam
United States,CA,"{('LTE', '21112073', '155'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '21112073', '155'): {'MeanLatency': 60.91818181818182, 'MeanThroughput': 13.802824489795922}}",Milpitas
España,28023,"{('LTE', '72630017', '156'): {'MeanLatency': 49.35, 'MeanThroughput': 1.1397304347826087}, ('LTE', '72275207', '159'): {'MeanLatency': 52.86, 'MeanThroughput': nan}}",Madrid
España,"Fortuna,","{('LTE', '72531201', '121'): {'MeanLatency': 56.16363636363637, 'MeanThroughput': 28.148390291262142}}",Fortuna
España,28027,"{('5G', '71733505', '258'): {'MeanLatency': nan, 'MeanThroughput': 12.640158219178078}, ('LTE', '71733505', '258'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72806657', '490'): {'MeanLatency': 1034.0, 'MeanThroughput': nan}}",Madrid
España,28013,"{('5G', '72787253', '357'): {'MeanLatency': 54.3909090909091, 'MeanThroughput': 63.26136698113207}, ('LTE', '72787253', '357'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('5G', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 6.8564384615384615}, ('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': 222.1909090909091, 'MeanThroughput': 4.854609876543211}, ('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Canada,BC,"{('LTE', '9223372036854775807', '338'): {'MeanLatency': 31.94545454545455, 'MeanThroughput': 59.64708532110092}}",Vancouver
Norway,0851,"{('LTE', '33897229', '420'): {'MeanLatency': nan, 'MeanThroughput': 42.869014705882364}, ('LTE', '33897259', '423'): {'MeanLatency': 51.472727272727276, 'MeanThroughput': nan}}",kommune
España,28029,"{('LTE', '73704962', '301'): {'MeanLatency': 58.945454545454545, 'MeanThroughput': 16.59554960629922}}",Madrid
Canada,BC,"{('5G', '9223372036854775807', '146'): {'MeanLatency': nan, 'MeanThroughput': 6.898510526315791}, ('5G', '28288633', '171'): {'MeanLatency': nan, 'MeanThroughput': 2.038727777777778}, ('LTE', '28288633', '171'): {'MeanLatency': 849.4444444444445, 'MeanThroughput': nan}}",Richmond
España,"Leganés,","{('5G', '72756737', '432'): {'MeanLatency': 51.91818181818182, 'MeanThroughput': 50.72997777777775}, ('LTE', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,28029,"{('5G', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': 3.0981227272727274}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72578819', '488'): {'MeanLatency': 65.18181818181819, 'MeanThroughput': 10.48595}}",Madrid
España,28023,"{('5G', '73144322', '31'): {'MeanLatency': 8370.0, 'MeanThroughput': 1.9164993103448276}, ('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('LTE', '73704964', '300'): {'MeanLatency': nan, 'MeanThroughput': 2.09714}, ('LTE', '73704961', '300'): {'MeanLatency': 4466.0, 'MeanThroughput': 0.7018401574803149}}",Madrid
España,28029,"{('5G', '71732997', '460'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '71732997', '460'): {'MeanLatency': nan, 'MeanThroughput': 1.59965593220339}, ('LTE', '73808385', '303'): {'MeanLatency': 64.8, 'MeanThroughput': 3.465466101694915}}",Madrid
Germany,10117,"{('LTE', '36172288', '496'): {'MeanLatency': 38.63636363636364, 'MeanThroughput': 5.0993650684931495}}",Berlin
,,"{('LTE', '73985537', '428'): {'MeanLatency': 58.845454545454544, 'MeanThroughput': 4.101297580645161}}",
España,28020,"{('5G', '72732419', '225'): {'MeanLatency': 55.31818181818182, 'MeanThroughput': 77.4070575471698}, ('LTE', '72732419', '225'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Norway,0485,"{('LTE', '52330500', '463'): {'MeanLatency': nan, 'MeanThroughput': 43.0242}, ('5G', '52330500', '463'): {'MeanLatency': 59.9, 'MeanThroughput': 48.22124647887325}}",kommune
Norway,0569,"{('LTE', '52111876', '439'): {'MeanLatency': nan, 'MeanThroughput': 71.27484594594597}, ('5G', '52111876', '439'): {'MeanLatency': 44.86363636363637, 'MeanThroughput': 113.83362121212116}}",kommune
Germany,13353,"{('LTE', '48895745', '277'): {'MeanLatency': 26.44545454545455, 'MeanThroughput': 13.750245283018868}}",Berlin
España,"Leganés,","{('LTE', '72531202', '122'): {'MeanLatency': 433.3, 'MeanThroughput': 5.546298347107436}, ('LTE', '73985537', '428'): {'MeanLatency': 51.64, 'MeanThroughput': nan}}",Leganés
,OR,"{('LTE', '86790669', '247'): {'MeanLatency': 82.18181818181819, 'MeanThroughput': 25.70434867256638}}",
España,"Leganés,","{('LTE', '71863043', '363'): {'MeanLatency': 56.75454545454545, 'MeanThroughput': 29.862519607843154}}",Leganés
,,"{('5G', '32141834', '312'): {'MeanLatency': 49.67, 'MeanThroughput': 98.45197553191488}, ('LTE', '32141834', '312'): {'MeanLatency': nan, 'MeanThroughput': 46.00342222222222}}",
España,"Fortuna,","{('LTE', '73985555', '428'): {'MeanLatency': 53.800000000000004, 'MeanThroughput': 19.289828301886796}}",Fortuna
Norway,5015,"{('5G', '31795487', '160'): {'MeanLatency': 57.5909090909091, 'MeanThroughput': 129.35968653846155}, ('LTE', '31795487', '160'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Bergen
Denmark,Kongens,"{('LTE', '44136980', '283'): {'MeanLatency': 48.22727272727273, 'MeanThroughput': 50.30148514851484}}",Lyngby
United States,MA,"{('LTE', '14623766', '179'): {'MeanLatency': 43.79090909090908, 'MeanThroughput': 12.788987850467288}}",Stoughton
España,28035,"{('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 47.10202380952381}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 38.88516666666666}, ('LTE', '74014722', '266'): {'MeanLatency': 53.781818181818196, 'MeanThroughput': 40.839052631578944}}",Madrid
Norway,"Forskningsparken,","{('5G', '94887721', '99'): {'MeanLatency': 49.519999999999996, 'MeanThroughput': 132.14169223300976}, ('LTE', '94887721', '99'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Oslo
Denmark,1612,"{('LTE', '44099082', '282'): {'MeanLatency': nan, 'MeanThroughput': 2.09706}, ('LTE', '44099092', '283'): {'MeanLatency': 525.9090909090909, 'MeanThroughput': 0.05578723404255319}}",København
España,"Leganés,","{('LTE', '72756737', '432'): {'MeanLatency': 67.97272727272728, 'MeanThroughput': 9.686838095238096}}",Leganés
España,"Leganés,","{('5G', '72756757', '434'): {'MeanLatency': nan, 'MeanThroughput': 20.721864285714283}, ('LTE', '72756757', '434'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73606164', '154'): {'MeanLatency': 58.49999999999999, 'MeanThroughput': 2.2470523809523812}}",Leganés
Canada,V6P,"{('5G', '9223372036854775807', '410'): {'MeanLatency': nan, 'MeanThroughput': 3.919521359223302}, ('5G', '9223372036854775807', '407'): {'MeanLatency': 41.190909090909095, 'MeanThroughput': 4.1946449999999995}}",Vancouver
España,28034,"{('5G', '72272386', '370'): {'MeanLatency': 50.76363636363636, 'MeanThroughput': 23.24197086614174}, ('LTE', '72272386', '370'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
,,"{('5G', '72092163', '188'): {'MeanLatency': 50.83636363636364, 'MeanThroughput': 20.651541221374053}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
España,28035,"{('LTE', '72091143', '219'): {'MeanLatency': 59.900000000000006, 'MeanThroughput': 20.56103431372549}}",Madrid
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 51.190909090909095, 'MeanThroughput': 7.197146363636362}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Fuenlabrada,","{('5G', '72790274', '379'): {'MeanLatency': 50.790909090909096, 'MeanThroughput': 30.26159385964912}, ('LTE', '72790274', '379'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
United States,MA,"{('LTE', '34497537', '384'): {'MeanLatency': 76.16363636363634, 'MeanThroughput': 0.11021351351351351}}",Boston
España,28034,"{('5G', '72629761', '145'): {'MeanLatency': 49.76363636363636, 'MeanThroughput': 30.29237314814815}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '73707529', '129'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72531207', '121'): {'MeanLatency': 54.54545454545455, 'MeanThroughput': 15.678785714285716}}",Leganés
Norway,0572,"{('5G', '51662595', '441'): {'MeanLatency': 43.20909090909091, 'MeanThroughput': 127.96753300970873}, ('LTE', '51662595', '441'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
,,"{('5G', '71915778', '472'): {'MeanLatency': 58.63636363636363, 'MeanThroughput': 40.816445535714294}, ('LTE', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
España,28029,"{('5G', '74138881', '259'): {'MeanLatency': 40.43636363636363, 'MeanThroughput': 75.41026542056076}, ('LTE', '74138881', '259'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('5G', '72756737', '432'): {'MeanLatency': 51.25454545454545, 'MeanThroughput': 21.054244094488194}, ('LTE', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,28023,"{('5G', '72961795', '44'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 44.377055555555565}, ('LTE', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 56.01154210526315}, ('LTE', '74014722', '266'): {'MeanLatency': 54.60909090909092, 'MeanThroughput': 56.59252647058823}}",Madrid
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 49.06363636363637, 'MeanThroughput': 30.47439196428572}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('5G', '72092163', '188'): {'MeanLatency': 47.054545454545455, 'MeanThroughput': 40.66740180180179}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28019,"{('5G', '72347906', '142'): {'MeanLatency': 48.25454545454546, 'MeanThroughput': 99.53730291262131}, ('LTE', '72347906', '142'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Fuenlabrada,","{('LTE', '72153363', '69'): {'MeanLatency': 54.68181818181817, 'MeanThroughput': 11.351782608695654}}",Fuenlabrada
España,"Alarcón,","{('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': 5170.125, 'MeanThroughput': 3.4590333333333336}}",Alarcón
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': 44.21818181818181, 'MeanThroughput': 39.56911415094339}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Norway,"T,","{('LTE', '53468932', '326'): {'MeanLatency': nan, 'MeanThroughput': 59.95594166666667}, ('5G', '53468932', '326'): {'MeanLatency': 61.75454545454546, 'MeanThroughput': 84.23319552238806}}",Oslo
España,"Alcorcón,","{('LTE', '73985545', '427'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73985539', '427'): {'MeanLatency': 59.06363636363637, 'MeanThroughput': 1.9434672413793102}}",Alcorcón
Germany,10587,"{('LTE', '46037252', '115'): {'MeanLatency': 38.09090909090909, 'MeanThroughput': 4.576750847457629}}",Berlin
España,"Fortuna,","{('LTE', '73985543', '428'): {'MeanLatency': nan, 'MeanThroughput': 3.2763}, ('LTE', '73985544', '426'): {'MeanLatency': nan, 'MeanThroughput': 3.2897274509803913}, ('LTE', '72531208', '122'): {'MeanLatency': 53.445454545454545, 'MeanThroughput': 10.247190909090905}}",Fortuna
Germany,13353,"{('LTE', '48895744', '96'): {'MeanLatency': 28.94545454545455, 'MeanThroughput': 13.684876271186436}}",Berlin
España,28034,"{('LTE', '73704961', '300'): {'MeanLatency': nan, 'MeanThroughput': 8.34733157894737}, ('5G', '73704961', '300'): {'MeanLatency': nan, 'MeanThroughput': 10.291548148148147}, ('5G', '73808385', '303'): {'MeanLatency': 62.9, 'MeanThroughput': 27.167890909090907}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 44.93636363636364, 'MeanThroughput': 38.93426260869567}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '73221122', '206'): {'MeanLatency': 50.445454545454545, 'MeanThroughput': 7.149342424242424}}",Leganés
España,28020,"{('5G', '72193281', '249'): {'MeanLatency': 61.054545454545455, 'MeanThroughput': 73.40073207547172}, ('LTE', '72193281', '249'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28046,"{('5G', '71988481', '264'): {'MeanLatency': nan, 'MeanThroughput': 59.376187500000015}, ('LTE', '71988481', '264'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72808706', '337'): {'MeanLatency': 51.29090909090908, 'MeanThroughput': 80.530968}, ('LTE', '72808706', '337'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('LTE', '73704963', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73704961', '300'): {'MeanLatency': nan, 'MeanThroughput': 6.762600000000002}, ('5G', '73704961', '300'): {'MeanLatency': nan, 'MeanThroughput': 7.866149999999999}, ('5G', '73808385', '303'): {'MeanLatency': 56.089999999999996, 'MeanThroughput': 21.615640350877197}, ('LTE', '73808385', '303'): {'MeanLatency': 45.4, 'MeanThroughput': nan}}",Madrid
Germany,10587,"{('LTE', '26606848', '457'): {'MeanLatency': 40.62727272727273, 'MeanThroughput': 58.39532647058824}}",Berlin
Norway,0460,"{('LTE', '51597575', '182'): {'MeanLatency': nan, 'MeanThroughput': 43.565540476190485}, ('5G', '51597575', '182'): {'MeanLatency': 44.12727272727273, 'MeanThroughput': 93.02133709677422}}",kommune
,,"{('LTE', '72578819', '488'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72578819', '488'): {'MeanLatency': 159.33636363636364, 'MeanThroughput': 3.127858715596329}}",
Portugal,4200,"{('5G', '494891', '230'): {'MeanLatency': nan, 'MeanThroughput': 32.47261092436976}, ('LTE', '494891', '230'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '261417', '27'): {'MeanLatency': 60.82727272727273, 'MeanThroughput': 18.58823636363636}, ('LTE', '261417', '27'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
Denmark,Kongens,"{('LTE', '41980703', '80'): {'MeanLatency': 40.018181818181816, 'MeanThroughput': 19.121445098039214}}",Lyngby
España,"Leganés,","{('5G', '72756737', '432'): {'MeanLatency': 52.72727272727272, 'MeanThroughput': 58.20574537037034}, ('LTE', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
Norway,"brygge,","{('LTE', '32029963', '309'): {'MeanLatency': nan, 'MeanThroughput': 29.928304166666674}, ('5G', '32029963', '309'): {'MeanLatency': 51.279999999999994, 'MeanThroughput': 55.30397096774195}}",Oslo
Norway,0851,"{('LTE', '17015045', '174'): {'MeanLatency': 36.2, 'MeanThroughput': 37.9608125}, ('LTE', '52826627', '48'): {'MeanLatency': 43.29, 'MeanThroughput': nan}}",kommune
España,28023,"{('5G', '72374791', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72374791', '303'): {'MeanLatency': nan, 'MeanThroughput': 1.747388888888889}, ('LTE', '72961801', '44'): {'MeanLatency': 55.06363636363637, 'MeanThroughput': 7.890425742574259}}",Madrid
España,28029,"{('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '74114561', '363'): {'MeanLatency': 55.636363636363626, 'MeanThroughput': 37.77776964285715}}",Madrid
España,28029,{},Madrid
España,28024,"{('LTE', '71888131', '41'): {'MeanLatency': 64.7181818181818, 'MeanThroughput': 6.158286507936507}}",Madrid
United States,MA,"{('5G', '9223372036854775807', '560'): {'MeanLatency': nan, 'MeanThroughput': 4.119485714285714}, ('LTE', '9223372036854775807', '560'): {'MeanLatency': 41.86363636363637, 'MeanThroughput': 9.362642857142859}, ('5G', '11614210', '224'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '11614210', '224'): {'MeanLatency': nan, 'MeanThroughput': 1.893258333333333}}",Boston
España,28035,"{('5G', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 20.812916666666663}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72961795', '44'): {'MeanLatency': nan, 'MeanThroughput': 6.290781249999999}, ('LTE', '73016577', '216'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73016577', '216'): {'MeanLatency': 854.85, 'MeanThroughput': nan}, ('5G', '72374785', '303'): {'MeanLatency': 44.85, 'MeanThroughput': nan}, ('LTE', '72374785', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('5G', '72531202', '122'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72531202', '122'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72475138', '28'): {'MeanLatency': 132.4375, 'MeanThroughput': 0.33118421052631575}, ('LTE', '72475138', '28'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72475144', '28'): {'MeanLatency': 120.0, 'MeanThroughput': nan}, ('LTE', '72756743', '432'): {'MeanLatency': 114.0, 'MeanThroughput': nan}}",Leganés
Norway,0162,"{('LTE', '17015045', '174'): {'MeanLatency': 74.33636363636363, 'MeanThroughput': 15.140671962616825}}",kommune
España,28029,"{('5G', '72092163', '188'): {'MeanLatency': 71.9, 'MeanThroughput': 1.1121272727272726}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72092161', '187'): {'MeanLatency': 162.56666666666666, 'MeanThroughput': nan}, ('LTE', '72092161', '187'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '72091143', '219'): {'MeanLatency': nan, 'MeanThroughput': 1.4376000000000002}, ('5G', '72091143', '219'): {'MeanLatency': nan, 'MeanThroughput': 0.8277789473684212}, ('LTE', '72961801', '44'): {'MeanLatency': 58.77272727272728, 'MeanThroughput': 4.07745925925926}}",Madrid
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 53.45454545454545, 'MeanThroughput': 13.345580991735543}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28035,"{('5G', '73678850', '64'): {'MeanLatency': nan, 'MeanThroughput': 10.236007142857142}, ('5G', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '74062083', '446'): {'MeanLatency': 57.47272727272727, 'MeanThroughput': 22.264580821917818}}",Madrid
España,28025,"{('LTE', '74014722', '266'): {'MeanLatency': nan, 'MeanThroughput': 6.037286363636363}, ('5G', '74014722', '266'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73781763', '130'): {'MeanLatency': 41.08181818181818, 'MeanThroughput': 14.121896774193548}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28024,"{('LTE', '71888135', '39'): {'MeanLatency': 92.9, 'MeanThroughput': 1.3739793103448281}, ('LTE', '72781832', '500'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73985545', '427'): {'MeanLatency': 56.6888888888889, 'MeanThroughput': nan}}",Madrid
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': 17.31398837209302}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73604865', '397'): {'MeanLatency': 49.08181818181818, 'MeanThroughput': 8.15606913580247}, ('LTE', '73604865', '397'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
,,"{('5G', '72475138', '28'): {'MeanLatency': nan, 'MeanThroughput': 0.16133461538461538}, ('LTE', '72475138', '28'): {'MeanLatency': 72.22727272727272, 'MeanThroughput': nan}}",
Canada,V3R,"{('5G', '9223372036854775807', '428'): {'MeanLatency': 33.154545454545456, 'MeanThroughput': 34.52301168831166}, ('5G', '54068521', '428'): {'MeanLatency': nan, 'MeanThroughput': 43.127987096774184}}",Surrey
Norway,0572,"{('5G', '51662597', '87'): {'MeanLatency': 49.1090909090909, 'MeanThroughput': 92.48105428571428}, ('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
