Country,StateUSA,Info,City
España,28034,"{('5G', '72092163', '188'): {'MeanLatency': 103.55454545454546, 'MeanThroughput': 15.083985245901633}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
United States,TX,"{('5G', '136577032', '285'): {'MeanLatency': 422.0363636363636, 'MeanThroughput': 8.185132374100721}, ('LTE', '136577032', '285'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Station
,,"{('5G', '72629761', '145'): {'MeanLatency': 51.627272727272725, 'MeanThroughput': 28.331078070175447}, ('LTE', '72629761', '145'): {'MeanLatency': nan, 'MeanThroughput': nan}}",
Norway,0572,"{('5G', '31335179', '51'): {'MeanLatency': 39.518181818181816, 'MeanThroughput': 49.64955199999999}, ('LTE', '31335179', '51'): {'MeanLatency': nan, 'MeanThroughput': 15.7278875}}",kommune
España,"Alarcón,","{('LTE', '73603841', '186'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73603843', '188'): {'MeanLatency': nan, 'MeanThroughput': 22.469985714285716}, ('LTE', '74011395', '494'): {'MeanLatency': 57.76363636363637, 'MeanThroughput': 25.453359677419353}}",Alarcón
Norway,0373,"{('5G', '31879455', '98'): {'MeanLatency': 34.89090909090908, 'MeanThroughput': 147.86128461538462}, ('LTE', '31879455', '98'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,"Leganés,","{('LTE', '73221122', '206'): {'MeanLatency': 51.67272727272727, 'MeanThroughput': 6.919034426229511}}",Leganés
España,28023,"{('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 0.566827027027027}, ('5G', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 2.0677014084507044}, ('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72630019', '158'): {'MeanLatency': 125.35, 'MeanThroughput': nan}, ('LTE', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '72630017', '156'): {'MeanLatency': 64.76363636363637, 'MeanThroughput': 3.411243835616438}, ('5G', '72630017', '156'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Denmark,2450,"{('LTE', '41457519', '183'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '41457421', '195'): {'MeanLatency': nan, 'MeanThroughput': 13.631575384615381}, ('LTE', '41882657', '344'): {'MeanLatency': 41.40909090909091, 'MeanThroughput': 12.583102499999999}}",København
Norway,"Forskningsparken,","{('5G', '51662597', '87'): {'MeanLatency': 44.409090909090914, 'MeanThroughput': 16.392378740157476}, ('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Oslo
España,"Leganés,","{('LTE', '72756755', '432'): {'MeanLatency': 51.32727272727274, 'MeanThroughput': 8.770019090909093}}",Leganés
España,"Leganés,","{('LTE', '71863043', '363'): {'MeanLatency': 55.054545454545455, 'MeanThroughput': 49.502473529411745}}",Leganés
España,28029,"{('5G', '74114561', '363'): {'MeanLatency': 88.25454545454546, 'MeanThroughput': 21.76596212121213}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('LTE', '72961801', '44'): {'MeanLatency': 56.563636363636355, 'MeanThroughput': 9.723678181818181}}",Madrid
,,"{('LTE', '44035596', '75'): {'MeanLatency': 39.00909090909091, 'MeanThroughput': 14.367571153846155}}",
España,28034,"{('LTE', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915785', '473'): {'MeanLatency': nan, 'MeanThroughput': 0.6244583333333333}, ('LTE', '71915785', '473'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73781769', '130'): {'MeanLatency': 52.527272727272724, 'MeanThroughput': 3.107153703703705}, ('LTE', '73781769', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28029,"{('5G', '74114561', '363'): {'MeanLatency': 50.281818181818174, 'MeanThroughput': 54.704237735849055}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Fuenlabrada,","{('5G', '71689731', '104'): {'MeanLatency': 57.0, 'MeanThroughput': 53.39085688073394}, ('LTE', '71689731', '104'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
España,28029,"{('5G', '73808385', '303'): {'MeanLatency': 49.95454545454545, 'MeanThroughput': 7.006657522123897}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Italy,Torino,"{('5G', '36593172', '283'): {'MeanLatency': 33.77777777777777, 'MeanThroughput': 6.085499999999999}, ('5G', '9223372036854775807', '283'): {'MeanLatency': 31.55, 'MeanThroughput': 9.093109375}}",Torino
España,28023,"{('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': 2.8598727272727276}, ('5G', '73144322', '31'): {'MeanLatency': 327.90000000000003, 'MeanThroughput': 4.970553125}, ('5G', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 5.932713157894736}, ('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28034,"{('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73704963', '302'): {'MeanLatency': 57.94545454545455, 'MeanThroughput': 32.39702830188679}}",Madrid
España,"Leganés,","{('LTE', '72756755', '432'): {'MeanLatency': 58.3090909090909, 'MeanThroughput': 12.417486842105264}}",Leganés
España,"Fuenlabrada,","{('5G', '71689731', '104'): {'MeanLatency': nan, 'MeanThroughput': 15.132561363636363}, ('LTE', '71689731', '104'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71689730', '103'): {'MeanLatency': 141.73636363636365, 'MeanThroughput': 22.7774880597015}, ('LTE', '71689730', '103'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
España,28024,"{('LTE', '71888131', '41'): {'MeanLatency': 55.972727272727276, 'MeanThroughput': 44.8500603960396}}",Madrid
España,"Fuenlabrada,","{('5G', '73327619', '119'): {'MeanLatency': 46.518181818181816, 'MeanThroughput': 108.25319142857143}, ('LTE', '73327619', '119'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
Norway,0565,"{('LTE', '51662597', '87'): {'MeanLatency': 43.809090909090905, 'MeanThroughput': 60.85848235294116}}",kommune
Canada,V3B,"{('LTE', '53822003', '111'): {'MeanLatency': nan, 'MeanThroughput': 30.259161445783146}, ('LTE', '53822777', '72'): {'MeanLatency': 502.96363636363634, 'MeanThroughput': 1.8660508474576267}}",Coquitlam
Norway,0851,"{('5G', '51662598', '88'): {'MeanLatency': 50.67272727272727, 'MeanThroughput': 142.52514757281554}, ('LTE', '51662598', '88'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
España,28035,"{('5G', '73781763', '130'): {'MeanLatency': 107.8, 'MeanThroughput': 4.625912500000001}, ('LTE', '73781763', '130'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('5G', '72756737', '432'): {'MeanLatency': 113.48888888888888, 'MeanThroughput': 9.979547586206902}, ('LTE', '72756737', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,28029,"{('LTE', '71732999', '459'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71732999', '459'): {'MeanLatency': nan, 'MeanThroughput': 4.1944333333333335}, ('5G', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': 6.472671604938274}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': 3.8805499999999995}, ('5G', '73808385', '303'): {'MeanLatency': 43.309090909090905, 'MeanThroughput': nan}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Leganés,","{('LTE', '72756737', '432'): {'MeanLatency': 64.10000000000001, 'MeanThroughput': 14.863307766990298}}",Leganés
España,28034,"{('5G', '72040963', '440'): {'MeanLatency': 128.46666666666667, 'MeanThroughput': 23.306708593750002}, ('LTE', '72040963', '440'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73808385', '303'): {'MeanLatency': 177.52, 'MeanThroughput': nan}}",Madrid
Italy,Torino,"{('LTE', '9223372036854775807', '63'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '9223372036854775807', '63'): {'MeanLatency': 57.37499999999999, 'MeanThroughput': 10.066413333333335}, ('5G', '36367111', '290'): {'MeanLatency': nan, 'MeanThroughput': 13.271181250000001}}",Torino
España,"Alarcón,","{('LTE', '72376577', '105'): {'MeanLatency': nan, 'MeanThroughput': 10.485989743589743}, ('LTE', '74011395', '494'): {'MeanLatency': 52.67272727272727, 'MeanThroughput': 19.28121774193549}}",Alarcón
España,28029,"{('5G', '71915778', '472'): {'MeanLatency': 51.99090909090909, 'MeanThroughput': 39.56883773584906}, ('LTE', '71915778', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
United States,MA,"{('LTE', '14511372', '489'): {'MeanLatency': nan, 'MeanThroughput': 16.023394444444442}, ('LTE', '14508310', '400'): {'MeanLatency': 33.418181818181814, 'MeanThroughput': 21.52372210526316}}",Boston
España,28023,"{('5G', '72630019', '158'): {'MeanLatency': 491.7, 'MeanThroughput': nan}, ('LTE', '72630019', '158'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': 0.574070802919708}, ('LTE', '73166594', '301'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73144322', '31'): {'MeanLatency': 101.58, 'MeanThroughput': nan}, ('LTE', '73144322', '31'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Alarcón,","{('LTE', '73985538', '426'): {'MeanLatency': nan, 'MeanThroughput': 0.6189715277777776}}",Alarcón
España,28035,"{('5G', '71915781', '472'): {'MeanLatency': nan, 'MeanThroughput': 14.380564285714287}, ('LTE', '71915781', '472'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71915782', '473'): {'MeanLatency': 179.36363636363637, 'MeanThroughput': 23.593426315789475}, ('LTE', '71915782', '473'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,"Fuenlabrada,","{('5G', '71689737', '104'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '71689731', '104'): {'MeanLatency': 42.18181818181818, 'MeanThroughput': 85.33198532110094}, ('LTE', '71689731', '104'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Fuenlabrada
España,28029,"{('LTE', '73704963', '302'): {'MeanLatency': nan, 'MeanThroughput': 17.90491698113207}, ('LTE', '73704961', '300'): {'MeanLatency': 59.72727272727274, 'MeanThroughput': 21.845301851851858}}",Madrid
,,"{('LTE', '41857055', '11'): {'MeanLatency': 42.39090909090908, 'MeanThroughput': 21.250288}}",
España,"Leganés,","{('5G', '72756755', '432'): {'MeanLatency': 44.07272727272727, 'MeanThroughput': 38.642326851851855}, ('LTE', '72756755', '432'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
Portugal,4200,"{('5G', '261417', '27'): {'MeanLatency': 60.53636363636363, 'MeanThroughput': 95.28009615384615}, ('LTE', '261417', '27'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
Norway,"stasjon,","{('5G', '31893781', '188'): {'MeanLatency': nan, 'MeanThroughput': 12.370220312500003}, ('LTE', '31893781', '188'): {'MeanLatency': nan, 'MeanThroughput': 5.242700000000001}, ('LTE', '94887721', '99'): {'MeanLatency': 47.218181818181826, 'MeanThroughput': 13.569817647058827}}",Oslo
España,28035,"{('LTE', '72374785', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': 0.9225895999999999}, ('LTE', '72374955', '105'): {'MeanLatency': 52.075, 'MeanThroughput': nan}, ('LTE', '72961801', '44'): {'MeanLatency': 61.91428571428571, 'MeanThroughput': nan}}",Madrid
España,28044,"{('LTE', '73985539', '427'): {'MeanLatency': 55.78181818181818, 'MeanThroughput': 13.2557}}",Madrid
Norway,0571,"{('5G', '51662597', '87'): {'MeanLatency': 45.25454545454546, 'MeanThroughput': 138.4469240384615}, ('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': nan}}",kommune
Norway,"Forskningsparken,","{('5G', '53468932', '493'): {'MeanLatency': nan, 'MeanThroughput': 4.194112307692309}, ('LTE', '53468932', '493'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53468673', '107'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '53468930', '473'): {'MeanLatency': 51.01818181818182, 'MeanThroughput': nan}}",Oslo
España,"Leganés,","{('5G', '72475138', '28'): {'MeanLatency': 305.47777777777776, 'MeanThroughput': 7.937032638888888}, ('LTE', '72475138', '28'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Leganés
España,28029,"{('LTE', '73704962', '301'): {'MeanLatency': 57.154545454545456, 'MeanThroughput': 12.524902777777779}}",Madrid
Canada,BC,"{('LTE', '53910312', '27'): {'MeanLatency': nan, 'MeanThroughput': 0.7490100000000001}, ('LTE', '53905192', '116'): {'MeanLatency': 3364.1, 'MeanThroughput': 0.6989622222222223}, ('LTE', '53798696', '253'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Burnaby
España,"Alarcón,","{('LTE', '72376579', '107'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '72376583', '105'): {'MeanLatency': 59.39090909090908, 'MeanThroughput': 2.2732610619469025}}",Alarcón
Norway,0571,"{('LTE', '51662597', '87'): {'MeanLatency': nan, 'MeanThroughput': 5.24235}, ('5G', '51662597', '87'): {'MeanLatency': 49.054545454545455, 'MeanThroughput': 144.8805}}",kommune
España,28029,"{('LTE', '73704962', '301'): {'MeanLatency': 56.91818181818182, 'MeanThroughput': 13.762008088235289}}",Madrid
España,28029,"{('5G', '72040963', '440'): {'MeanLatency': 45.91818181818183, 'MeanThroughput': 17.689500000000006}, ('LTE', '72040963', '440'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
,,{},
Germany,10969,"{('LTE', '26894852', '435'): {'MeanLatency': 34.1, 'MeanThroughput': 5.543868852459018}}",Berlin
España,28034,"{('LTE', '73704963', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73704963', '302'): {'MeanLatency': nan, 'MeanThroughput': 2.4187923076923075}, ('5G', '74114561', '363'): {'MeanLatency': 63.2, 'MeanThroughput': 50.23563061224492}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Portugal,4200-465,"{('5G', '500523', '110'): {'MeanLatency': 70.03636363636366, 'MeanThroughput': 6.009235384615384}, ('LTE', '500523', '110'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '500503', '359'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '500503', '359'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Porto
United States,CA,"{('5G', '7580885295', '335'): {'MeanLatency': 63.56363636363637, 'MeanThroughput': 27.461422950819667}}",Petaluma
Norway,"Forskningsparken,","{('LTE', '94887721', '99'): {'MeanLatency': nan, 'MeanThroughput': 23.847032258064512}, ('5G', '94887721', '99'): {'MeanLatency': nan, 'MeanThroughput': 9.695798630136986}, ('5G', '31345931', '29'): {'MeanLatency': 40.05, 'MeanThroughput': 12.733357142857143}, ('LTE', '31345931', '29'): {'MeanLatency': 37.73333333333333, 'MeanThroughput': 35.94827142857143}}",Oslo
Canada,V3E,"{('LTE', '9223372036854775807', '182'): {'MeanLatency': nan, 'MeanThroughput': 25.549223636363646}, ('5G', '9223372036854775807', '182'): {'MeanLatency': 29.227272727272727, 'MeanThroughput': 20.08445538461538}}",Coquitlam
España,"Fuenlabrada,","{('LTE', '72153351', '69'): {'MeanLatency': 58.9, 'MeanThroughput': 20.10664660194175}}",Fuenlabrada
España,28023,"{('LTE', '72961795', '44'): {'MeanLatency': nan, 'MeanThroughput': 5.626524390243902}, ('LTE', '73016577', '216'): {'MeanLatency': nan, 'MeanThroughput': 5.370780487804878}, ('5G', '73016577', '216'): {'MeanLatency': 94.76, 'MeanThroughput': 19.996459259259254}, ('5G', '73678851', '65'): {'MeanLatency': 142.04999999999998, 'MeanThroughput': nan}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28046,"{('5G', '73498113', '501'): {'MeanLatency': nan, 'MeanThroughput': 34.675218181818174}, ('LTE', '73498113', '501'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '73498114', '502'): {'MeanLatency': 55.99090909090909, 'MeanThroughput': 91.53094098360656}, ('LTE', '73498114', '502'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
United States,NM,"{('LTE', '21483268', '27'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '21483268', '27'): {'MeanLatency': 97.16363636363636, 'MeanThroughput': 105.41752135922334}}",Albuquerque
España,28046,"{('5G', '72092163', '188'): {'MeanLatency': 56.48181818181818, 'MeanThroughput': 38.21917289719625}, ('LTE', '72092163', '188'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Germany,10587,"{('LTE', '26360321', '74'): {'MeanLatency': 32.06363636363637, 'MeanThroughput': 34.9697427184466}}",Berlin
España,28044,"{('LTE', '73985539', '427'): {'MeanLatency': 57.872727272727275, 'MeanThroughput': 40.81170196078432}}",Madrid
España,28029,"{('5G', '73808385', '303'): {'MeanLatency': 126.64999999999999, 'MeanThroughput': 10.164802721088432}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
United States,CA,"{('5G', '61698307', '455'): {'MeanLatency': 80.32, 'MeanThroughput': 61.456872222222216}, ('LTE', '61698307', '455'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Jose
United States,CA,"{('5G', '21078793', '284'): {'MeanLatency': 72.72727272727273, 'MeanThroughput': 16.38884195804195}, ('LTE', '21078793', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Milpitas
España,28054,"{('LTE', '73985555', '428'): {'MeanLatency': 57.98181818181818, 'MeanThroughput': 21.2165663551402}}",Madrid
España,"Fortuna,","{('LTE', '73985537', '428'): {'MeanLatency': 74.34545454545453, 'MeanThroughput': 16.065392660550458}}",Fortuna
España,"Leganés,","{('LTE', '72756743', '432'): {'MeanLatency': nan, 'MeanThroughput': 0.7086081081081081}, ('LTE', '73707529', '129'): {'MeanLatency': nan, 'MeanThroughput': 2.419843076923076}, ('LTE', '72531202', '122'): {'MeanLatency': 58.690909090909095, 'MeanThroughput': 4.980675000000001}}",Leganés
España,28034,"{('LTE', '73704963', '302'): {'MeanLatency': nan, 'MeanThroughput': 8.851641558441559}, ('5G', '73704963', '302'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '74114561', '363'): {'MeanLatency': 55.95454545454545, 'MeanThroughput': 43.14277428571428}, ('LTE', '74114561', '363'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
España,28023,"{('5G', '73678851', '65'): {'MeanLatency': 87.51818181818182, 'MeanThroughput': 46.536519999999996}, ('LTE', '73678851', '65'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
Germany,10551,"{('LTE', '26367488', '423'): {'MeanLatency': 38.27272727272727, 'MeanThroughput': 52.88963333333333}}",Berlin
España,28029,"{('LTE', '74139053', '438'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': 2.0810633587786267}, ('5G', '73808385', '303'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('5G', '72040963', '440'): {'MeanLatency': 51.24545454545455, 'MeanThroughput': nan}, ('LTE', '72040963', '440'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Madrid
United States,CA,"{('5G', '21078787', '284'): {'MeanLatency': 71.65454545454544, 'MeanThroughput': 55.075215238095225}, ('LTE', '21078787', '284'): {'MeanLatency': nan, 'MeanThroughput': nan}}",Milpitas
España,"Fuenlabrada,","{('LTE', '74094595', '8'): {'MeanLatency': nan, 'MeanThroughput': nan}, ('LTE', '71689731', '104'): {'MeanLatency': nan, 'MeanThroughput': 5.9148872}, ('LTE', '71689736', '103'): {'MeanLatency': 58.527272727272724, 'MeanThroughput': nan}}",Fuenlabrada
